TransactionID,device_profile_id,id_15,id_23,id_34,DeviceType
3012888,Windows|UNK|firefox 57.0|UNK,New,,,desktop
3002280,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3012850,Windows|UNK|firefox 57.0|UNK,New,,,desktop
3002286,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3000065,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3009462,iOS Device|iOS 11.0.3|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3002290,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002249,iOS Device|iOS 11.1.2|mobile safari 11.0|2001x1125,New,,match_status:1,mobile
3009485,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002278,SM-N920V Build/NRD90M|Android 7.0|chrome 62.0 for android|UNK,Found,,match_status:2,mobile
3000102,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3005969,Redmi Note 4 Build/MMB29M|UNK|chrome 54.0 for android|UNK,Found,,,mobile
3005996,Redmi Note 4 Build/MMB29M|UNK|chrome 54.0 for android|UNK,Found,,,mobile
3006014,Redmi Note 4 Build/MMB29M|UNK|chrome 54.0 for android|UNK,Found,,,mobile
3000075,iOS Device|iOS 11.1.2|mobile safari uiwebview|2048x1536,New,,,mobile
3002334,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002338,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3012896,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3009473,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002343,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3002381,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002348,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,Found,,match_status:1,mobile
3000128,Windows|Windows 10|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3002351,iOS Device|iOS 11.1.0|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3009484,MacOS|Mac OS X 10_9_5|chrome|1440x900,Found,,match_status:2,desktop
3002360,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3006062,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3009581,UNK|UNK|safari generic|UNK,New,,,desktop
3000120,UNK|UNK|chrome 62.0 for ios|UNK,Unknown,,,mobile
3006128,Lenovo PB1-750M Build/S100|UNK|chrome 62.0 for android|UNK,Found,,,mobile
3002363,MacOS|Mac OS X 10_13_1|safari generic|1600x900,New,,,desktop
3002393,Windows|UNK|firefox 57.0|UNK,Found,,,desktop
3002397,,,,,
3000139,Windows|Windows 7|chrome 62.0|1366x768,New,,,desktop
3013013,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3009610,iOS Device|iOS 11.1.2|mobile safari generic|2208x1242,New,,match_status:2,mobile
3002408,Windows|Windows 8.1|chrome 62.0|1366x768,New,,match_status:2,desktop
3009554,iOS Device|iOS 11.1.2|mobile safari generic|2208x1242,Found,,match_status:2,mobile
3009624,iOS Device|iOS 11.1.2|mobile safari generic|2208x1242,Found,,match_status:2,mobile
3002412,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3009632,iOS Device|iOS 11.1.2|mobile safari generic|2208x1242,Found,,match_status:2,mobile
3009617,LT22i Build/6.2.A.1.100|UNK|chrome 62.0 for android|UNK,New,,,mobile
3002423,MacOS|Mac OS X 10_11_6|safari generic|1440x900,Found,,match_status:2,desktop
3002430,MacOS|Mac OS X 10_11_6|safari generic|1440x900,Found,,match_status:2,desktop
3009585,iOS Device|iOS 11.0.3|mobile safari 11.0|2048x1536,Found,,match_status:1,mobile
3002476,rv:52.0|Windows 10|firefox|1440x900,New,,match_status:2,desktop
3013037,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002446,MacOS|Mac OS X 10_11_6|safari generic|1440x900,Found,,match_status:2,desktop
3002447,MacOS|Mac OS X 10_13_1|safari generic|1366x768,New,,match_status:2,desktop
3002451,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3009607,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3013025,SM-G950U Build/NRD90M|UNK|chrome 60.0 for android|UNK,Found,,,mobile
3009649,LG-H872 Build/NRD90U|Android 7.0|chrome 62.0 for android|2672x1440,New,,match_status:2,mobile
3002456,MacOS|Mac|safari generic|1440x900,New,,match_status:2,desktop
3000156,MacOS|Mac OS X 10_9_5|safari generic|1280x800,Found,,match_status:2,desktop
3002458,LG-K500 Build/MMB29M|UNK|chrome 62.0 for android|UNK,New,,,mobile
3002469,iOS Device|iOS 10.3.3|mobile safari 10.0|2208x1242,New,,match_status:1,mobile
3002470,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002484,iOS Device|iOS 10.3.3|mobile safari 10.0|2208x1242,New,,match_status:1,mobile
3002504,iOS Device|iOS 10.3.3|mobile safari 10.0|2208x1242,Found,,match_status:1,mobile
3009613,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002479,iOS Device|iOS 10.3.3|mobile safari 10.0|2048x1536,New,,match_status:1,mobile
3002546,iOS Device|iOS 11.0.3|mobile safari 11.0|2048x1536,Found,,match_status:1,mobile
3009689,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3009694,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3009635,iOS Device|iOS 10.3.3|mobile safari 10.0|2048x1536,Found,,match_status:1,mobile
3009703,Windows|Windows 10|edge 14.0|UNK,Found,,match_status:2,desktop
3002542,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3002503,UNK|UNK|mobile safari generic|UNK,New,,,mobile
3006187,SM-P550 Build/MMB29M|UNK|chrome 62.0 for android|UNK,New,,,mobile
3009656,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3013135,Windows|Windows 10|edge 15.0|1920x1080,New,,match_status:0,desktop
3006271,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3002530,Windows|Windows 10|edge 14.0|1280x1024,Found,,match_status:2,desktop
3002549,SM-J700M Build/MMB29K|UNK|chrome 61.0 for android|UNK,Found,,,mobile
3000179,Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1080,Found,,match_status:2,desktop
3009660,rv:57.0|Mac OS X 10.12|firefox 57.0|1440x900,Found,,match_status:2,desktop
3002536,Windows|Windows 10|edge 14.0|1280x1024,Found,,match_status:2,desktop
3000181,SM-G950U Build/NRD90M|Android 7.0|chrome 62.0 for android|2220x1080,Found,,match_status:2,mobile
3002541,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3009737,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3000182,SAMSUNG SM-G930T Build/NRD90M|Android 7.0|samsung browser 6.2|1920x1080,New,,match_status:2,mobile
3002537,iOS Device|iOS 11.1.2|chrome 62.0 for ios|2048x1536,New,,match_status:2,mobile
3013087,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002557,Windows|Windows 10|chrome 62.0|1920x1080,New,,match_status:2,desktop
3002560,MacOS|Mac OS X 10_10_5|safari generic|1280x800,New,,match_status:2,desktop
3002562,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3013177,Blade V6 Plus Build/MRA58K|UNK|chrome 62.0 for android|UNK,New,,,mobile
3002553,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3009762,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3009732,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3002578,Windows|Windows 10|chrome 62.0|1366x768,New,,match_status:2,desktop
3002580,MacOS|Mac OS X 10_10_5|safari generic|1280x800,Found,,match_status:2,desktop
3002585,Windows|Windows 10|edge 14.0|1280x1024,Found,,match_status:2,desktop
3002590,MacOS|Mac OS X 10_11_5|safari generic|1280x800,Found,,match_status:2,desktop
3002593,Trident/7.0|Windows 10|ie 11.0 for tablet|1366x768,Found,,match_status:2,desktop
3002595,BLL-L23 Build/HUAWEIBLL-L23|UNK|chrome 62.0 for android|UNK,New,,,mobile
3002599,iOS Device|iOS 9.3.5|mobile safari 9.0|2048x1536,New,,match_status:1,mobile
3002601,KYOCERA-C6742A Build/LMY47V|Android 5.1.1|chrome generic|960x540,New,,,mobile
3002587,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,Found,,match_status:1,mobile
3006332,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3009744,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3002592,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,Found,,match_status:1,mobile
3002635,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,Found,,match_status:1,mobile
3002605,MacOS|Mac OS X 10_10_5|safari generic|1440x900,New,,match_status:2,desktop
3009813,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3009800,Windows|Windows 10|firefox 57.0|1366x768,New,,match_status:2,desktop
3006325,iOS Device|iOS 11.1.2|mobile safari 11.0|2732x2048,New,,match_status:1,mobile
3009749,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3013233,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3000227,F3113 Build/33.2.A.4.70|UNK|chrome 62.0 for android|UNK,Found,,,mobile
3002625,Trident/7.0|Windows 7|ie 11.0 for desktop|1600x900,Found,,match_status:2,desktop
3002627,UNK|UNK|mobile safari 10.0|UNK,Unknown,,,mobile
3002619,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3002634,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3000212,iOS Device|iOS 11.1.2|mobile safari generic|2436x1125,Found,,match_status:2,mobile
3009821,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3000239,Windows|Windows 10|chrome 62.0|1920x1080,New,,match_status:2,desktop
3002645,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3000230,iOS Device|iOS 11.1.2|mobile safari generic|1334x750,New,,match_status:2,mobile
3009827,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3000237,D5306 Build/19.4.A.0.182|UNK|chrome 62.0 for android|UNK,Found,,,mobile
3002651,Windows|Windows 7|chrome 62.0|1920x1080,New,,match_status:2,desktop
3009775,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3013272,Windows|Windows 10|edge 15.0|1366x768,New,,match_status:2,desktop
3013274,Windows|Windows 10|chrome 62.0|1920x1200,Found,,match_status:2,desktop
3002657,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002660,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002661,Trident/7.0|UNK|ie 11.0 for desktop|UNK,New,,,desktop
3006376,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3002663,Windows|Windows 7|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3009837,Windows|Windows 7|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3013241,Windows|Windows 10|chrome 62.0|1920x1080,Found,,match_status:1,desktop
3009874,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002670,KYOCERA-C6742A Build/LMY47V|Android 5.1.1|chrome generic|960x540,Found,,match_status:2,mobile
3002671,iOS Device|iOS 10.3.3|mobile safari 10.0|2048x1536,New,,match_status:1,mobile
3002675,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3000234,UNK|UNK|chrome 61.0|UNK,New,,,desktop
3006381,M4 SS4457 Build/MRA58K|UNK|chrome 62.0 for android|UNK,New,,,mobile
3006422,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002655,SM-G955U Build/NRD90M|Android 7.0|chrome 62.0 for android|UNK,Found,,match_status:2,mobile
3013309,MacOS|Mac OS X 10_11_6|safari generic|1440x900,Found,,match_status:2,desktop
3009845,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3013320,SM-G610M Build/MMB29K|UNK|other|UNK,New,,,mobile
3009840,Windows|UNK|firefox 57.0|UNK,Unknown,,,desktop
3013306,,,,,
3013307,Windows|Windows 7|chrome 62.0|UNK,Found,,match_status:2,desktop
3009843,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002694,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002696,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3006430,SAMSUNG SM-G935F Build/NRD90M|UNK|samsung browser 6.2|UNK,Found,,,mobile
3002700,Windows|Windows 7|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3002703,Windows|Windows 10|edge 15.0|UNK,New,,match_status:2,desktop
3009878,Windows|UNK|chrome 61.0|UNK,New,,,desktop
3013348,UNK|UNK|firefox 57.0|UNK,Found,,,desktop
3006469,Trident/7.0|UNK|ie 11.0 for desktop|UNK,New,,,desktop
3013361,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002732,UNK|UNK|firefox 57.0|UNK,New,,,desktop
3006498,Trident/7.0|UNK|ie 11.0 for desktop|UNK,Found,,,desktop
3013353,UNK|UNK|firefox 57.0|UNK,Found,,,desktop
3009923,Windows|UNK|firefox 57.0|UNK,New,,,desktop
3006475,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3002753,Windows|Windows 10|chrome 62.0|1366x768,New,,match_status:2,desktop
3009921,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3013356,UNK|UNK|firefox 57.0|UNK,Found,,,desktop
3006482,MacOS|Mac OS X 10_13_1|chrome 62.0|2560x1600,New,,match_status:2,desktop
3006481,SM-G610M Build/MMB29K|UNK|chrome 59.0 for android|UNK,Found,,,mobile
3006467,MacOS|Mac OS X 10_13_1|chrome 62.0|2560x1600,Found,,match_status:2,desktop
3013358,UNK|UNK|firefox 57.0|UNK,Found,,,desktop
3000265,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:1,desktop
3013350,XT1635-01|Android 7.1.1|chrome 62.0 for android|1920x1080,Found,,match_status:2,mobile
3009924,Windows|Windows 7|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3013415,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3002775,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3013406,MacOS|Mac OS X 10_13_1|safari generic|2048x1152,Found,,match_status:2,desktop
3002778,Windows|Windows 10|edge 15.0|UNK,Found,,match_status:2,desktop
3002784,rv:56.0|UNK|firefox 56.0|UNK,Found,,,desktop
3006545,SM-G950U Build/NRD90M|Android 7.0|chrome 62.0 for android|2960x1440,Found,,match_status:2,mobile
3013421,Windows|Windows 7|chrome 62.0|1366x768,Found,,match_status:2,desktop
3000291,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3013408,UNK|UNK|firefox 57.0|UNK,Found,,,desktop
3009941,MacOS|Mac OS X 10_10_5|safari generic|2560x1600,Found,,match_status:2,desktop
3009948,UNK|UNK|safari generic|UNK,Unknown,,,desktop
3002790,Windows|Windows 7|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3002792,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002796,VS500|Android 7.0|android webview 4.0|1280x720,New,,match_status:2,mobile
3013387,CAM-L03 Build/HUAWEICAM-L03|UNK|chrome 62.0 for android|UNK,New,,,mobile
3000284,RCT6303W87M7 Build/MRA58K|Android 6.0|chrome 62.0 for android|1280x800,Unknown,,match_status:2,mobile
3010006,M4 SS4451 Build/LMY47D|UNK|chrome|UNK,New,,,mobile
3013464,UNK|UNK|chrome 62.0|UNK,Found,,,desktop
3002808,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002809,iOS Device|iOS 11.1.2|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3002818,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3010000,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002840,KFFOWI Build/LVY48F|Android 5.1.1|chrome generic|1024x600,New,,match_status:2,mobile
3002828,KFFOWI Build/LVY48F|Android 5.1.1|chrome generic|1024x600,Found,,match_status:2,mobile
3002820,KFFOWI Build/LVY48F|Android 5.1.1|chrome generic|1024x600,Found,,match_status:2,mobile
3013479,iOS Device|iOS 10.3.1|mobile safari 10.0|2732x2048,New,,match_status:1,mobile
3013451,iOS Device|iOS 10.3.1|mobile safari 10.0|2732x2048,Found,,match_status:1,mobile
3002825,UNK|UNK|mobile safari generic|UNK,New,,,mobile
3002810,rv:56.0|Mac OS X 10.9|firefox 56.0|1440x900,New,,match_status:2,desktop
3002826,UNK|UNK|firefox 57.0|UNK,Found,,,desktop
3002829,Moto E (4) Build/NMA26.42-19|UNK|chrome generic|UNK,New,,,mobile
3002839,SAMSUNG|UNK|samsung browser 6.2|UNK,New,,,mobile
3006568,SM-G930V Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,New,,match_status:2,mobile
3013477,E2306 Build/26.3.A.1.33|UNK|chrome 62.0 for android|UNK,New,,,mobile
3006594,UNK|UNK|chrome 62.0|UNK,New,,,desktop
3002851,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3006602,UNK|UNK|mobile safari 9.0|UNK,Unknown,,,mobile
3010051,Windows|UNK|chrome 55.0|UNK,Found,,,desktop
3002858,MacOS|Mac OS X 10_11_6|safari generic|2880x1800,New,,match_status:1,desktop
3002860,Ilium L910 Build/MRA58K|UNK|chrome 62.0 for android|UNK,New,,,mobile
3006614,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002857,Windows|Windows 7|chrome 61.0|1920x1080,New,,match_status:0,desktop
3002871,iOS Device|iOS 11.1.2|mobile safari 11.0|2732x2048,New,,match_status:1,mobile
3002872,Windows|Windows 10|chrome 62.0|1366x768,New,,match_status:2,desktop
3002879,SM-J700M Build/MMB29K|UNK|chrome 62.0 for android|UNK,New,,,mobile
3000312,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3010074,Windows|UNK|chrome 55.0|UNK,Found,,,desktop
3002886,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3002877,MacOS|Mac OS X 10_12_6|chrome 62.0|2880x1800,Found,,match_status:2,desktop
3013537,GT-I9300|UNK|chrome 62.0 for android|UNK,New,,,mobile
3000317,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002895,Windows|Windows 10|edge 15.0|1920x1080,Found,,match_status:2,desktop
3010066,Windows|UNK|chrome 55.0|UNK,Found,,,desktop
3013535,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3002896,iOS Device|iOS 11.1.2|mobile safari generic|2001x1125,New,,match_status:2,mobile
3002898,LG-H420 Build/LRX21Y|UNK|other|UNK,New,,,mobile
3002902,Windows|Windows 8.1|firefox 57.0|1024x768,Found,,match_status:2,desktop
3013545,UNK|UNK|opera 49.0|UNK,New,,,desktop
3010078,Windows NT 6.2|UNK|ie|UNK,New,,,desktop
3002909,XT1032 Build/LPBS23.13-56-2|UNK|chrome 55.0 for android|UNK,Found,,,mobile
3002911,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3002925,GT-I9060M Build/KTU84P|UNK|chrome 62.0 for android|UNK,New,,,mobile
3010111,UNK|UNK|mobile safari 10.0|UNK,Unknown,,,mobile
3002918,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002932,UNK|UNK|chrome 62.0|UNK,Found,,,desktop
3006693,Trident/7.0|UNK|ie 11.0 for desktop|UNK,Found,,,desktop
3013574,Trident/7.0|UNK|ie 11.0 for desktop|UNK,Found,,,desktop
3006698,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002927,iOS Device|iOS 11.1.2|chrome 62.0 for ios|2048x1536,New,,match_status:2,mobile
3002948,,,,,
3002949,,,,,
3002958,UNK|UNK|chrome 62.0|UNK,Found,,,desktop
3013595,Trident/7.0|UNK|ie 11.0 for desktop|UNK,Found,,,desktop
3002952,Windows|UNK|chrome 62.0|UNK,Found,,,desktop
3013582,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3002956,Windows|UNK|edge 15.0|UNK,New,,,desktop
3002957,rv:38.0|UNK|firefox|UNK,New,,,desktop
3006707,Moto G (4) Build/NPJS25.93-14-10|UNK|chrome generic|UNK,New,,,mobile
3013622,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3002965,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3002967,iOS Device|iOS 11.1.2|mobile safari 11.0|2732x2048,Found,,match_status:1,mobile
3013607,,,,,
3013619,Windows|UNK|firefox 57.0|UNK,Found,,,desktop
3002991,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3000400,iOS Device|iOS 11.0.3|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3002983,iOS Device|iOS 10.3.3|mobile safari 10.0|1136x640,New,,match_status:1,mobile
3003004,iOS Device|iOS 10.3.3|mobile safari 10.0|1136x640,Found,,match_status:1,mobile
3002995,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3003005,Windows|UNK|chrome 62.0|UNK,New,,,desktop
3010151,Windows|Windows 7|chrome 62.0|1280x1024,Found,,match_status:2,desktop
3013648,Blade V6 Plus Build/MRA58K|UNK|chrome 62.0 for android|UNK,New,IP_PROXY:ANONYMOUS,,mobile
3000447,Blade V6 Plus Build/MRA58K|UNK|chrome 62.0 for android|UNK,Found,IP_PROXY:ANONYMOUS,,mobile
3010165,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3003026,SM-J700M Build/MMB29K|UNK|chrome 61.0 for android|UNK,New,,,mobile
3006747,SM-G530T|Android 5.1.1|chrome 62.0 for android|960x540,Found,,match_status:2,mobile
3003049,LGMP260 Build/NRD90U|Android 7.0|chrome 61.0 for android|1280x720,Found,,match_status:2,mobile
3010194,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3013684,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3006776,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3013691,Windows|UNK|firefox 57.0|UNK,Found,,,desktop
3013693,Windows|Windows 10|chrome 62.0|1366x768,New,,match_status:2,desktop
3003073,SM-E500M Build/KTU84P|UNK|chrome 62.0 for android|UNK,Found,,,mobile
3010211,iOS Device|iOS 11.1.2|mobile safari 11.0|2436x1125,New,,match_status:1,mobile
3003084,Windows|Windows 10|chrome 62.0|1920x1080,New,,match_status:2,desktop
3003093,Windows|Windows 10|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3003082,Windows|Windows 10|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3003085,Trident/7.0|UNK|ie 11.0 for desktop|UNK,New,,,desktop
3006813,SAMSUNG SM-G950U Build/NRD90M|Android 7.0|samsung browser 6.2|2220x1080,Found,,match_status:2,mobile
3006808,Windows|Windows 10|chrome 62.0|1366x768,Found,,,desktop
3006811,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3006830,Windows|Windows 10|chrome 62.0|1366x768,Found,,,desktop
3003129,UNK|UNK|chrome 61.0|UNK,Unknown,,,desktop
3006837,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3010241,Trident/7.0|Windows 7|ie 11.0 for desktop|1280x1024,New,,match_status:2,desktop
3003138,,,,,
3006833,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
3006844,iOS Device|iOS 11.1.1|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3006846,iOS Device|iOS 11.1.1|mobile safari 11.0|2208x1242,Found,,match_status:1,mobile
3013760,Windows|Windows 10|chrome 62.0|UNK,Found,,match_status:2,desktop
3010282,rv:11.0|Windows 7|ie 11.0 for desktop|1600x900,New,,match_status:2,desktop
3003160,MacOS|Mac OS X 10_12_6|chrome 61.0|1440x900,Found,,match_status:2,desktop
3006865,Windows|Windows 10|chrome 62.0|1366x768,Found,,match_status:2,desktop
